Country Name,Year,GDP per Capita Growth
Dominican Republic,2005-01-01,7.97583136812364
Dominican Republic,2006-01-01,7.77030734946598
Dominican Republic,2007-01-01,6.0674209435771
Dominican Republic,2008-01-01,1.90090507952465
Dominican Republic,2009-01-01,-0.362882607935276
Dominican Republic,2010-01-01,6.92448431266428
Dominican Republic,2011-01-01,1.80067136186146
Dominican Republic,2012-01-01,1.41538869475441
Ecuador,1990-01-01,1.30216416418996
Ecuador,1991-01-01,1.9838176198196
Ecuador,1992-01-01,-0.0183417776277395
Ecuador,1993-01-01,-0.0291534015378119
Ecuador,1994-01-01,2.2845320161192
Ecuador,1995-01-01,0.359639647884279
Ecuador,1996-01-01,-0.113109061948791
Ecuador,1997-01-01,2.47749961736288
Ecuador,1998-01-01,1.47324406559667
Ecuador,1999-01-01,-6.36916360582323
Ecuador,2000-01-01,-0.62524091265476
Ecuador,2001-01-01,2.24218068200726
Ecuador,2002-01-01,2.3041336944295
Ecuador,2003-01-01,0.942184171446428
Ecuador,2004-01-01,6.3448823359072
Ecuador,2005-01-01,3.49119549287971
Ecuador,2006-01-01,2.62199670885737
Ecuador,2007-01-01,0.449299320479653
Ecuador,2008-01-01,4.55994357811207
Ecuador,2009-01-01,-1.1113644744221
Ecuador,2010-01-01,1.82064769346837
Ecuador,2011-01-01,6.11153231629918
Ecuador,2012-01-01,3.96251917938639
"Egypt, Arab Rep.",1990-01-01,2.99133208157623
"Egypt, Arab Rep.",1991-01-01,-1.28389809919649
